kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Kesadahan (CaCO3),25
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Krom Heksavalen,
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Krom Heksavalen, * 
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Mangan (Mn), <0.05 
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Nitrat,
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Nitrit,
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Nitrat,0.05
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Nitrit, <0.003 
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",pH,8
Kemayoran, Sumur Batu ,"06o14’43,7” ","  106o45’43,9”",Seng (Zn), <0.01 
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Sulfat,
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Timah Hitam (Pb),
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Sulfat,93.32
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Timah Hitam (Pb), * 
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Deterjen, <0.03 
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Organik (KMnO4),0
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Suhu,
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Total Coliform,
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Suhu,23.5
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Total Coliform, -   
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",E.Coli, -   
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Indeks Pencemaran,0
Kemayoran, Sumur Batu ,"06o12’32,7” ","  106o53’43,1”",Kategori,Baik
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Zat Padat Terlarut,750
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Kekeruhan,0.31
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Air Raksa, <0.0003 
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Zat Padat Terlarut,
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Kekeruhan,
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Air Raksa,
Kemayoran, utan panjang ,"06o12’32,7” ","  106o53’43,1”",Besi (Fe), <0.08 
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Fluorida,0
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Cadmium,
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Cadmium, * 
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Kesadahan (CaCO3),148
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Krom Heksavalen,
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Krom Heksavalen, * 
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Mangan (Mn), <0.05 
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Nitrat,
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Nitrit,
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Nitrat,2.21
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Nitrit,0.007
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",pH,7.5
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Seng (Zn), <0.01 
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Sulfat,
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Timah Hitam (Pb),
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Sulfat,36.18
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Timah Hitam (Pb), * 
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Deterjen,0
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Organik (KMnO4),1
Kemayoran, utan panjang ,"06o11’57,3” ","  106o54’01,8”",Suhu,
Kemayoran, utan panjang ,"06o12’33,0” ","  106o53’51,4”",Total Coliform,
Kemayoran, utan panjang ,"06o12’33,0” ","  106o53’51,4”",Suhu,23.6
Kemayoran, utan panjang ,"06o12’33,0” ","  106o53’51,4”",Total Coliform, -   
Kemayoran, utan panjang ,"06o12’33,0” ","  106o53’51,4”",E.Coli, -   
Kemayoran, utan panjang ,"06o12’33,0” ","  106o53’51,4”",Indeks Pencemaran,0
Kemayoran, utan panjang ,"06o12’33,0” ","  106o53’51,4”",Kategori,Baik
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Zat Padat Terlarut,662
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Kekeruhan,1.43
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Air Raksa, <0.0003 
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Zat Padat Terlarut,
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Kekeruhan,
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Air Raksa,
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Besi (Fe),0
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Fluorida,0
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Cadmium,
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Cadmium, * 
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Kesadahan (CaCO3),43
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Krom Heksavalen,
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Krom Heksavalen, * 
Kemayoran, Harapan Mulia ,"06o12’33,0” ","  106o53’51,4”",Mangan (Mn),0
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Nitrat,
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Nitrit,
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Nitrat,0.04
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Nitrit,0.008
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",pH,7
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Seng (Zn), <0.01 
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Sulfat,
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Timah Hitam (Pb),
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Sulfat,62.79
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Timah Hitam (Pb), * 
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Deterjen,0
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Organik (KMnO4),1
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Suhu,
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Total Coliform,
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Suhu,23.6
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Total Coliform, -   
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",E.Coli, -   
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Indeks Pencemaran,1
Kemayoran, Harapan Mulia ,"06o11’10,1” ","  106o53’14,9”",Kategori,Tercemar Ringan
Kembangan, Joglo ,"06o11’10,1” ","  106o53’14,9”",Zat Padat Terlarut,260
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Kekeruhan,15.04
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Air Raksa, <0.0003 
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Zat Padat Terlarut,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Kekeruhan,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Air Raksa,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Besi (Fe), <0.08 
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Fluorida,0
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Cadmium,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Cadmium, * 
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Kesadahan (CaCO3),129
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Krom Heksavalen,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Krom Heksavalen, * 
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Mangan (Mn),1
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Nitrat,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Nitrit,
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Nitrat, * 
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Nitrit,0.003
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",pH,7
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Seng (Zn),0
Kembangan, Joglo ,"06o12’30,5” ","  106o52’38,0”",Sulfat,
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Timah Hitam (Pb),
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Sulfat,18.19
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Timah Hitam (Pb), * 
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Deterjen,0
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Organik (KMnO4),3
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Suhu,
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Total Coliform,
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Suhu,23.9
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Total Coliform,100
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",E.Coli, -   
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Indeks Pencemaran,2
Kembangan, Joglo ,"06o11’00,6” ","  106o54’22,2”",Kategori,Tercemar Ringan
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Zat Padat Terlarut,305
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Kekeruhan,11.55
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Air Raksa, <0.0003 
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Zat Padat Terlarut,
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Kekeruhan,
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Air Raksa,
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Besi (Fe), <0.08 
Kembangan, Kembangan Selatan ,"06o11’00,6” ","  106o54’22,2”",Fluorida,0
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Cadmium,
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Cadmium, * 
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Kesadahan (CaCO3),136
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Krom Heksavalen,
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Krom Heksavalen, * 
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Mangan (Mn),0
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Nitrat,
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Nitrit,
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Nitrat,0.14
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Nitrit,0.04
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",pH,7
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Seng (Zn),0
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Sulfat,
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Timah Hitam (Pb),
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Sulfat,56.93
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Timah Hitam (Pb), * 
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Deterjen,0
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Organik (KMnO4),2
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Suhu,
Kembangan, Kembangan Selatan ,"06o11’06,6” ","  106o53’43,6”",Total Coliform,
Kembangan, Kembangan Selatan ,"06o11’56,5” ","  106o52’51,0”",Suhu,23.6
Kembangan, Kembangan Selatan ,"06o11’56,5” ","  106o52’51,0”",Total Coliform,3.9
Kembangan, Kembangan Selatan ,"06o11’56,5” ","  106o52’51,0”",E.Coli, -   
Kembangan, Kembangan Selatan ,"06o11’56,5” ","  106o52’51,0”",Indeks Pencemaran,7
Kembangan, Kembangan Selatan ,"06o11’56,5” ","  106o52’51,0”",Kategori,Tercemar Sedang 
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Zat Padat Terlarut,296
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Kekeruhan,3.64
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Air Raksa, <0.0003 
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Zat Padat Terlarut,
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Kekeruhan,
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Air Raksa,
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Besi (Fe), <0.08 
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Fluorida,0
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Cadmium,
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Cadmium, * 
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Kesadahan (CaCO3),117
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Krom Heksavalen,
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Krom Heksavalen, * 
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Mangan (Mn),<0.05
Kembangan, Kembangan Utara ,"06o11’56,5” ","  106o52’51,0”",Nitrat,
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Nitrit,
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Nitrat,1.99
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Nitrit,0.004
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",pH,7
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Seng (Zn), <0.01 
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Sulfat,
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Timah Hitam (Pb),
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Sulfat,41.47
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Timah Hitam (Pb), * 
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Deterjen,0
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Organik (KMnO4),3
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Suhu,
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Total Coliform,
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Suhu,23.5
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Total Coliform,1.3
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",E.Coli,400
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Indeks Pencemaran,5
Kembangan, Kembangan Utara ,"06o09’11,4”","106o50’19,4”",Kategori,Tercemar Sedang 
Kembangan, Meruya Utara ,"06o09’11,4”","106o50’19,4”",Zat Padat Terlarut,273
Kembangan, Meruya Utara ,"06o09’11,4”","106o50’19,4”",Kekeruhan,0.87
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Air Raksa, <0.0003 
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Zat Padat Terlarut,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Kekeruhan,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Air Raksa,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Besi (Fe), <0.08 
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Fluorida,0
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Cadmium,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Cadmium, * 
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Kesadahan (CaCO3),131
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Krom Heksavalen,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Krom Heksavalen, * 
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Mangan (Mn),0
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Nitrat,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Nitrit,
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Nitrat,0.2
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Nitrit,0.01
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",pH,7
Kembangan, Meruya Utara ,"06o09’20,6” ","106o49’44,3”",Seng (Zn), <0.01 
