kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Ciracas, cibubur ,"06o20’41,1” ","  106o48’09,7”",Kategori,Tercemar Ringan
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Zat Padat Terlarut,104
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Kekeruhan,0.74
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Air Raksa, <0.0003 
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Zat Padat Terlarut,
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Kekeruhan,
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Air Raksa,
Ciracas, Ciracas ,"06o20’41,1” ","  106o48’09,7”",Besi (Fe), <0.08 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Fluorida,0
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Cadmium,
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Cadmium, * 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Kesadahan (CaCO3),62
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Krom Heksavalen,
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Krom Heksavalen, * 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Mangan (Mn), <0.05 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Nitrat,
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Nitrit,
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Nitrat,2.73
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Nitrit, <0.003 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",pH,6
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Seng (Zn), <0.01 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Sulfat,
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Timah Hitam (Pb),
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Sulfat,5.9
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Timah Hitam (Pb), * 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Deterjen,0
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Organik (KMnO4), <0.50 
Ciracas, Ciracas ,"06o19’42,8” ","  106o49’20,8”",Suhu,
Ciracas, Ciracas ,"06o19’26,1”  ","  106o50’14,6”",Total Coliform,
Ciracas, Ciracas ,"06o19’26,1”  ","  106o50’14,6”",Suhu,25
Ciracas, Ciracas ,"06o19’26,1”  ","  106o50’14,6”",Total Coliform,100
Ciracas, Ciracas ,"06o19’26,1”  ","  106o50’14,6”",E.Coli, -   
Ciracas, Ciracas ,"06o19’26,1”  ","  106o50’14,6”",Indeks Pencemaran,1
Ciracas, Ciracas ,"06o19’26,1”  ","  106o50’14,6”",Kategori,Tercemar Ringan
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Zat Padat Terlarut,63.5
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Kekeruhan,0.82
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Air Raksa, <0.0003 
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Zat Padat Terlarut,
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Kekeruhan,
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Air Raksa,
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Besi (Fe), <0.08 
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Fluorida,0
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Cadmium,
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Cadmium, * 
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Kesadahan (CaCO3),45
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Krom Heksavalen,
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Krom Heksavalen, * 
Ciracas, Kelapa Dua Wetan ,"06o19’26,1”  ","  106o50’14,6”",Mangan (Mn), <0.05 
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Nitrat,
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Nitrit,
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Nitrat,3.19
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Nitrit, <0.003 
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",pH,6
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Seng (Zn),0
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Sulfat,
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Timah Hitam (Pb),
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Sulfat,5.76
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Timah Hitam (Pb), * 
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Deterjen,0
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Organik (KMnO4), <0.50 
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Suhu,
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Total Coliform,
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Suhu,24.9
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Total Coliform, -   
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",E.Coli, -   
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Indeks Pencemaran,1
Ciracas, Kelapa Dua Wetan ,"06o20’43,4” ","  106o49’51,5”",Kategori,Tercemar Ringan
Ciracas, Rambutan ,"06o20’43,4” ","  106o49’51,5”",Zat Padat Terlarut,106
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Kekeruhan,14.61
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Air Raksa, <0.0003 
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Zat Padat Terlarut,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Kekeruhan,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Air Raksa,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Besi (Fe),0
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Fluorida,0
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Cadmium,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Cadmium, * 
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Kesadahan (CaCO3),60
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Krom Heksavalen,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Krom Heksavalen, * 
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Mangan (Mn), <0.05 
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Nitrat,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Nitrit,
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Nitrat,0.62
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Nitrit,0.003
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",pH,7
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Seng (Zn), <0.01 
Ciracas, Rambutan ,"06o18’34,7” ","  106o51’02,4”",Sulfat,
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Timah Hitam (Pb),
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Sulfat,7.83
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Timah Hitam (Pb), * 
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Deterjen,0
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Organik (KMnO4),0
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Suhu,
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Total Coliform,
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Suhu,24.8
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Total Coliform, -   
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",E.Coli, -   
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Indeks Pencemaran,1
Ciracas, Rambutan ,"06o13’12,8” ","  106o52’00,0”",Kategori,Tercemar Ringan
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Zat Padat Terlarut,140
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Kekeruhan,1.37
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Air Raksa, <0.0003 
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Zat Padat Terlarut,
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Kekeruhan,
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Air Raksa,
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Besi (Fe), <0.08 
Ciracas, susukan ,"06o13’12,8” ","  106o52’00,0”",Fluorida,0
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Cadmium,
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Cadmium, * 
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Kesadahan (CaCO3),80
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Krom Heksavalen,
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Krom Heksavalen, * 
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Mangan (Mn), <0.05 
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Nitrat,
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Nitrit,
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Nitrat,0.24
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Nitrit,0.005
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",pH,7
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Seng (Zn), <0.01 
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Sulfat,
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Timah Hitam (Pb),
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Sulfat,6.13
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Timah Hitam (Pb), * 
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Deterjen,0
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Organik (KMnO4), <0.50 
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Suhu,
Ciracas, susukan ,"06o14’24,2” ","  106o52’03,0”",Total Coliform,
Ciracas, susukan ,"06o13’27,2” ","  106o52’59,7”",Suhu,24.9
Ciracas, susukan ,"06o13’27,2” ","  106o52’59,7”",Total Coliform, -   
Ciracas, susukan ,"06o13’27,2” ","  106o52’59,7”",E.Coli, -   
Ciracas, susukan ,"06o13’27,2” ","  106o52’59,7”",Indeks Pencemaran,1
Ciracas, susukan ,"06o13’27,2” ","  106o52’59,7”",Kategori,Tercemar Ringan
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Zat Padat Terlarut,181
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Kekeruhan,4.05
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Air Raksa, <0.0003 
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Zat Padat Terlarut,
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Kekeruhan,
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Air Raksa,
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Besi (Fe),0.12
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Fluorida, <0.05 
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Cadmium,
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Cadmium, * 
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Kesadahan (CaCO3),83.93
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Krom Heksavalen,
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Krom Heksavalen, * 
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Mangan (Mn),0.07
Duren Sawit, Duren  Sawit ,"06o13’27,2” ","  106o52’59,7”",Nitrat,
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Nitrit,
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Nitrat,0.51
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Nitrit,0.004
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",pH,7.6
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Seng (Zn), <0.01 
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Sulfat,
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Timah Hitam (Pb),
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Sulfat,4.43
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Timah Hitam (Pb), * 
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Deterjen,0.04
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Organik (KMnO4), <0.50 
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Suhu,
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Total Coliform,
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Suhu,24.4
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Total Coliform,1
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",E.Coli, -   
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Indeks Pencemaran,5
Duren Sawit, Duren  Sawit ,"06o13’01,8” ","  106o52’55,9”",Kategori,Tercemar Sedang 
Duren Sawit, Klender ,"06o13’01,8” ","  106o52’55,9”",Zat Padat Terlarut,172
Duren Sawit, Klender ,"06o13’01,8” ","  106o52’55,9”",Kekeruhan,0.33
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Air Raksa, <0.0003 
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Zat Padat Terlarut,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Kekeruhan,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Air Raksa,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Besi (Fe), <0.08 
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Fluorida,0.33
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Cadmium,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Cadmium, * 
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Kesadahan (CaCO3),75.2
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Krom Heksavalen,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Krom Heksavalen, * 
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Mangan (Mn), <0.05 
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Nitrat,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Nitrit,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Nitrat,2.99
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Nitrit,0.006
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",pH,6.8
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Seng (Zn), <0.01 
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Sulfat,
Duren Sawit, Klender ,"06o13’42,3” ","  106o52’27,7”",Timah Hitam (Pb),
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Sulfat,32.18
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Timah Hitam (Pb), * 
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Deterjen,0.04
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Organik (KMnO4), <0.50 
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Suhu,
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Total Coliform,
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Suhu,24.5
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Total Coliform,3
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",E.Coli,200
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Indeks Pencemaran,7
Duren Sawit, Klender ,"06o13’38,2” ","  106o53’10,6”",Kategori,Tercemar Sedang 
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Zat Padat Terlarut,217
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Kekeruhan,0.03
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Air Raksa, <0.0003 
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Zat Padat Terlarut,
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Kekeruhan,
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Air Raksa,
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Besi (Fe), <0.08 
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Fluorida,0.22
Duren Sawit, Malaka Jaya ,"06o13’38,2” ","  106o53’10,6”",Cadmium,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Cadmium, * 
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Kesadahan (CaCO3),104.76
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Krom Heksavalen,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Krom Heksavalen, * 
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Mangan (Mn),0.25
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Nitrat,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Nitrit,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Nitrat,4.08
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Nitrit,0.007
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",pH,6.8
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Seng (Zn),0.01
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Sulfat,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Timah Hitam (Pb),
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Sulfat,37.94
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Timah Hitam (Pb), * 
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Deterjen,0.05
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Organik (KMnO4), <0.50 
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Suhu,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Total Coliform,
Duren Sawit, Malaka Jaya ,"06o12’52,0” ","  106o51’35,2”",Suhu,24.2
Duren Sawit, Malaka Jaya ,"06o13’19,1” ","  106o52’11,6”",Total Coliform,9
Duren Sawit, Malaka Jaya ,"06o13’19,1” ","  106o52’11,6”",E.Coli,400
Duren Sawit, Malaka Jaya ,"06o13’19,1” ","  106o52’11,6”",Indeks Pencemaran,8
Duren Sawit, Malaka Jaya ,"06o13’19,1” ","  106o52’11,6”",Kategori,Tercemar Sedang 
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Zat Padat Terlarut,171
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Kekeruhan,0.01
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Air Raksa, <0.0003 
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Zat Padat Terlarut,
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Kekeruhan,
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Air Raksa,
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Besi (Fe), <0.08 
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Fluorida,0.16
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Cadmium,
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Cadmium, * 
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Kesadahan (CaCO3),74.6
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Krom Heksavalen,
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Krom Heksavalen, * 
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Mangan (Mn),0.13
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Nitrat,
Duren Sawit, Malaka Sari ,"06o13’19,1” ","  106o52’11,6”",Nitrit,
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Nitrat,3.82
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Nitrit,0.008
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",pH,6.4
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Seng (Zn),0.02
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Sulfat,
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Timah Hitam (Pb),
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Sulfat,29.61
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Timah Hitam (Pb), * 
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Deterjen,0.04
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Organik (KMnO4), <0.50 
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Suhu,
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Total Coliform,
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Suhu,24.5
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Total Coliform,600
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",E.Coli, -   
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Indeks Pencemaran,4
Duren Sawit, Malaka Sari ,"06o10’32,6”","106o51’16,7”",Kategori,Tercemar Ringan
Duren Sawit, Pondok Bambu ,"06o10’32,6”","106o51’16,7”",Zat Padat Terlarut,162
Duren Sawit, Pondok Bambu ,"06o10’32,6”","106o51’16,7”",Kekeruhan,0.52
Duren Sawit, Pondok Bambu ,"06o10’32,6”","106o51’16,7”",Air Raksa, <0.0003 
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Zat Padat Terlarut,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Kekeruhan,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Air Raksa,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Besi (Fe), <0.08 
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Fluorida,0.26
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Cadmium,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Cadmium, * 
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Kesadahan (CaCO3),58.5
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Krom Heksavalen,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Krom Heksavalen, * 
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Mangan (Mn),0.56
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Nitrat,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Nitrit,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Nitrat,2.22
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Nitrit, <0.003 
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",pH,6.4
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Seng (Zn),0.01
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Sulfat,
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Timah Hitam (Pb),
Duren Sawit, Pondok Bambu ,"06o11’00,2”","106o51’24,5”",Sulfat,2.59
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Timah Hitam (Pb), * 
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Deterjen,0.08
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Organik (KMnO4),2.67
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Suhu,
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Total Coliform,
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Suhu,24.2
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",Total Coliform,100
Duren Sawit, Pondok Bambu ,"06o10’50,1”","106o51’31,6”",E.Coli, -   
